id,code,name,description,condition,priority,program,programStage,programRuleActions,sharing
WA8cd2rwQln,,NeoIPC NEC Secondary BSI pathogen 1 - may be MRSA,Makes the MRSA field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,LxZjC1DqIx5,
Q5W7LhO8ENp,,NeoIPC NEC Secondary BSI pathogen 1 - may be VRE,Makes the VRE field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,qztIYfeibf2,
aE54DG18XR0,,NeoIPC NEC Secondary BSI pathogen 1 - may be carbapenem-resistant,Makes the carbapenem-resistant field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,RpTnTYyGiZT,
xkn0FflddyH,,NeoIPC NEC Secondary BSI pathogen 1 - may be colistin-resistant,Makes the colistin-resistant field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,ZzpKnuYerlX,
WPoT6UZzPqe,,NeoIPC NEC Secondary BSI pathogen 1 - not 3GCR,Hides the 3GCR field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,Kg8IkOLUz8V,
q1wLX3xlqdB,,NeoIPC NEC Secondary BSI pathogen 1 - not MRSA,Hides the MRSA field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,FpdFXbFlkT2,
XECOpVe2vFv,,NeoIPC NEC Secondary BSI pathogen 1 - not VRE,Hides the VRE field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - not VRE/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,hKUXy5vidBG,
F52AGYiGt0U,,NeoIPC NEC Secondary BSI pathogen 1 - not carbapenem-resistant,Hides the carbapenem-resistant field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,cuzmiVyQI7p,
vagLMg98Yr2,,NeoIPC NEC Secondary BSI pathogen 1 - not colistin-resistant,Hides the colistin-resistant field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,ioye0frA6sF,
lqe4o62Zn7k,,NeoIPC NEC Secondary BSI pathogen 1 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,gh6Q6WNGQVM,
j9Na3BVm0ws,,NeoIPC NEC Secondary BSI pathogen 1 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,Zil0yIWxb9p,
TTPoqVaGFvL,,NeoIPC NEC Secondary BSI pathogen 1 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - set VRE/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,xPtCtb4eTdC,
OBuFX65frWh,,NeoIPC NEC Secondary BSI pathogen 1 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,cp0DqDmTAD3,
NJ4F1BULPOh,,NeoIPC NEC Secondary BSI pathogen 1 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,CeWZrSDK5KW,
DYC79CwhIs1,,NeoIPC NEC Secondary BSI pathogen 1 - when empty,Hides dependent fields when Secondary BSI pathogen 1 is empty.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - when empty/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,C1P2LCuXAJ8 DKO8EXoSJGw EhGlIInbvq0 FLwS2raRbTg KkZEUCLaFA5 L5vBZt0teUA V4ur6Wy5dE2 ZgKvYrgWInZ aBtfY4mLFuQ eG7KyGhxt3z fGbnu93i9TN h3WEYbQGA1e nX7Eke9E8KG tFSJb7flX8O,
pYSYYvJjxgJ,,NeoIPC NEC Secondary BSI pathogen 1 - when empty or listed,"Hides the pathogen name for Secondary BSI pathogen 1 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,B1Kox9MiOx5,
g5s9q2YcFsH,,NeoIPC NEC Secondary BSI pathogen 1 - when not listed,"Makes the pathogen name mandatory for Secondary BSI pathogen 1 when ""Not listed"" is selected.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - when not listed/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,ihUQWoB5fkm,
xU5AXNSGk7r,,NeoIPC NEC Secondary BSI pathogen 2 - may be 3GCR,Makes the 3GCR field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,zAUu5qpj1F7,
b36qonWqcTY,,NeoIPC NEC Secondary BSI pathogen 2 - may be MRSA,Makes the MRSA field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,mD85M6kT2Cj,
YantIXklVui,,NeoIPC NEC Secondary BSI pathogen 2 - may be VRE,Makes the VRE field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,aQetQ5Dtt33,
n3sHLYhAywW,,NeoIPC NEC Secondary BSI pathogen 2 - may be carbapenem-resistant,Makes the carbapenem-resistant field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,KF1axzDxUW2,
hFg7O9xXSHH,,NeoIPC NEC Secondary BSI pathogen 2 - may be colistin-resistant,Makes the colistin-resistant field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,X0tbyEJoiuS,
H5BfL3DVGbQ,,NeoIPC NEC Secondary BSI pathogen 2 - not 3GCR,Hides the 3GCR field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,FUUE7FgsSua,
cQROdXYEoE5,,NeoIPC NEC Secondary BSI pathogen 2 - not MRSA,Hides the MRSA field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,i3BrjnfphWZ,
kAg6jLeEsLG,,NeoIPC NEC Secondary BSI pathogen 2 - not VRE,Hides the VRE field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - not VRE/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,rqEpoHX17nl,
nWAZ3udNbtZ,,NeoIPC NEC Secondary BSI pathogen 2 - not carbapenem-resistant,Hides the carbapenem-resistant field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,Tx9n7DKMxy6,
HOuypCzDdGB,,NeoIPC NEC Secondary BSI pathogen 2 - not colistin-resistant,Hides the colistin-resistant field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,I7OwhPqj9o8,
KnVXJeTikGv,,NeoIPC NEC Secondary BSI pathogen 2 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,VuOHfVA3xqL,
JX5EIPrvFEX,,NeoIPC NEC Secondary BSI pathogen 2 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,wcqntsMWfcd,
F4feDi7vbTM,,NeoIPC NEC Secondary BSI pathogen 2 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - set VRE/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,D5dvZUnR1Au,
y6VxxZdOjls,,NeoIPC NEC Secondary BSI pathogen 2 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,XpOHJiyV1YD,
jdGFqOFCa5X,,NeoIPC NEC Secondary BSI pathogen 2 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,fW58PTr5Hey,
ZB0sOGoZLln,,NeoIPC NEC Secondary BSI pathogen 2 - when empty,Hides dependent fields when Secondary BSI pathogen 2 is empty.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - when empty/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,K1mkXV1Fzo3 LwlbbVZCbDL S2HArRoII3R UIDMCfSJvOV oxnL1WGNbDV uJSeNI91tQE wuU7X2klB8Q,
ArdWbbXacbQ,,NeoIPC NEC Secondary BSI pathogen 2 - when empty or listed,"Hides the pathogen name for Secondary BSI pathogen 2 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,jDbFgMwj0AP,
ldV8y4NCKWh,,NeoIPC NEC Secondary BSI pathogen 2 - when not listed,"Makes the pathogen name mandatory for Secondary BSI pathogen 2 when ""Not listed"" is selected.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 2 - when not listed/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,mYDHNKHankZ,
MoNHUSehYaD,,NeoIPC NEC Secondary BSI pathogen 3 - may be 3GCR,Makes the 3GCR field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,brKo4T7W9iK,
R7ZgRTJzCJT,,NeoIPC NEC Secondary BSI pathogen 3 - may be MRSA,Makes the MRSA field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,PBtSqR3aeJA,
tMOY88wXtbx,,NeoIPC NEC Secondary BSI pathogen 3 - may be VRE,Makes the VRE field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,rFXh83mGesO,
gFafoSW3pCH,,NeoIPC NEC Secondary BSI pathogen 3 - may be carbapenem-resistant,Makes the carbapenem-resistant field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,Z3wjh6UIeY2,
Iibb3KmWouS,,NeoIPC NEC Secondary BSI pathogen 3 - may be colistin-resistant,Makes the colistin-resistant field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,C8o4xjHQY3C,
kZLn4rMos28,,NeoIPC NEC Secondary BSI pathogen 3 - not 3GCR,Hides the 3GCR field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,RJ0f6cSCiF5,
ctDY46pBOH6,,NeoIPC NEC Secondary BSI pathogen 3 - not MRSA,Hides the MRSA field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,eySjFa7TnHL,
gcdRTVYe40o,,NeoIPC NEC Secondary BSI pathogen 3 - not VRE,Hides the VRE field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - not VRE/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,smGZenvEq8C,
DiVppn3nmpd,,NeoIPC NEC Secondary BSI pathogen 3 - not carbapenem-resistant,Hides the carbapenem-resistant field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,lOmzPw0gaA7,
jp3CTx65VQR,,NeoIPC NEC Secondary BSI pathogen 3 - not colistin-resistant,Hides the colistin-resistant field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,xTtOqWHeqXZ,
c9gkGcSOCpb,,NeoIPC NEC Secondary BSI pathogen 3 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,m4RZU13H2KS,
ugiNCCQr1bB,,NeoIPC NEC Secondary BSI pathogen 3 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,EFgmsk9yKuY,
mYlvZwPfuAP,,NeoIPC NEC Secondary BSI pathogen 3 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - set VRE/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,PZyR34iKaK9,
WFe5AdOdVi3,,NeoIPC NEC Secondary BSI pathogen 3 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,zymb9KfUUyl,
BoXESJB68sv,,NeoIPC NEC Secondary BSI pathogen 3 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,Cp8UiWONR1B,rFY6zAtmHL9,
cM8Zyu6A65O,,NeoIPC NEC Secondary BSI pathogen 3 - when empty or listed,"Hides the pathogen name for Secondary BSI pathogen 3 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,HRjgRduTy7p,
NlwC14LbjyE,,NeoIPC NEC Secondary BSI pathogen 3 - when not listed,"Makes the pathogen name mandatory for Secondary BSI pathogen 3 when ""Not listed"" is selected.",expressions/programRules/NeoIPC NEC Secondary BSI pathogen 3 - when not listed/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,SbVdu9D67rP,
KjmEgb9ACSU,,NeoIPC SSI Pathogen 1 - may be 3GCR,Makes the 3GCR field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 1 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,xbXHN0i8DAP,
ZHmf4zmONms,,NeoIPC SSI Pathogen 1 - may be MRSA,Makes the MRSA field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 1 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,Gwus14axCVr,
hvjwi9ZG6cw,,NeoIPC SSI Pathogen 1 - may be VRE,Makes the VRE field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 1 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,xQK9rXF8wSM,
us5YzdCl9Xh,,NeoIPC SSI Pathogen 1 - may be carbapenem-resistant,Makes the carbapenem-resistant field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 1 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,sCPBl5y3Qhg,
Nw1Ju9yESOV,,NeoIPC SSI Pathogen 1 - may be colistin-resistant,Makes the colistin-resistant field for pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 1 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,SoiqaVsTXnp,
fBSwUxJ5JpU,,NeoIPC SSI Pathogen 1 - not 3GCR,Hides the 3GCR field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 1 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,ArjIr2ZO6Xr,
Tg3jSTfKWHY,,NeoIPC SSI Pathogen 1 - not MRSA,Hides the MRSA field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 1 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,DOE6Ger9UMk,
WOM5Ha0jHJX,,NeoIPC SSI Pathogen 1 - not VRE,Hides the VRE field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 1 - not VRE/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,odP4tqVP96j,
PHica4dHKcT,,NeoIPC SSI Pathogen 1 - not carbapenem-resistant,Hides the carbapenem-resistant field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 1 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,N8dvOvbm7rU,
gMA9lLHPwW0,,NeoIPC SSI Pathogen 1 - not colistin-resistant,Hides the colistin-resistant field for pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 1 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,CEWMqYSCzuU,
mHQ9178lRNW,,NeoIPC SSI Pathogen 1 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC SSI Pathogen 1 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,azQkHCfV6hz,
oL9OcdE1yJb,,NeoIPC SSI Pathogen 1 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC SSI Pathogen 1 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,zlY0clPbaNQ,
CJ755l47cON,,NeoIPC SSI Pathogen 1 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC SSI Pathogen 1 - set VRE/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,rsVXg1BwVKs,
o0OswScALSu,,NeoIPC SSI Pathogen 1 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC SSI Pathogen 1 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,P0NxinKbsIm,
iOqAWaBRwvc,,NeoIPC SSI Pathogen 1 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC SSI Pathogen 1 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,mQOjoTUJzMk,
cwQyLvLkepH,,NeoIPC SSI Pathogen 1 - when empty,Hides dependent fields when Pathogen 1 is empty.,expressions/programRules/NeoIPC SSI Pathogen 1 - when empty/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,AfjB0EvHDbc BSOFnPs4MIE KHI3Jh0zJp1 LpiCadiGiPa NbFlTfxWFbm bUVV4mMO4Iv d2pAdFKVOXd iWIT5dxdCqI k6goB8FK74h lRJeN9NWHnN pGpEE45qhIx srnb3KkAIaP t7GmHe7VQmB z7f7aVY2BMi,
KkQyO4vvJOC,,NeoIPC SSI Pathogen 1 - when empty or listed,"Hides the pathogen name for Pathogen 1 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC SSI Pathogen 1 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,MH7lvEeKfa8,
YiexRcaikqt,,NeoIPC SSI Pathogen 1 - when not listed,"Makes the pathogen name mandatory for Pathogen 1 when ""Not listed"" is selected.",expressions/programRules/NeoIPC SSI Pathogen 1 - when not listed/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,GwEKOKvrUE1,
XyGAjrtCNiZ,,NeoIPC SSI Pathogen 2 - may be 3GCR,Makes the 3GCR field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 2 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,gPDKSQPZRKN,
SSSEmVr17Ue,,NeoIPC SSI Pathogen 2 - may be MRSA,Makes the MRSA field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 2 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,pwLuY6gxT3a,
Wib4OwTp3RM,,NeoIPC SSI Pathogen 2 - may be VRE,Makes the VRE field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 2 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,lDsZdcJuQyJ,
hFRLDmKAdom,,NeoIPC SSI Pathogen 2 - may be carbapenem-resistant,Makes the carbapenem-resistant field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 2 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,c0Eh0gQe72P,
zh8uDocFkEU,,NeoIPC SSI Pathogen 2 - may be colistin-resistant,Makes the colistin-resistant field for pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 2 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,qLUT9JHXQKR,
RkdT0BdNHqW,,NeoIPC SSI Pathogen 2 - not 3GCR,Hides the 3GCR field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 2 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,VuBPWPQWGkE,
BPGrGI0yQZT,,NeoIPC SSI Pathogen 2 - not MRSA,Hides the MRSA field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 2 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,kbUok30Q7tk,
Ml0imzKE3Ob,,NeoIPC SSI Pathogen 2 - not VRE,Hides the VRE field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 2 - not VRE/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,Hk3pivri2QS,
ifW1EEEQz9u,,NeoIPC SSI Pathogen 2 - not carbapenem-resistant,Hides the carbapenem-resistant field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 2 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,tBVDMFFmRRG,
bujDgZhhgMn,,NeoIPC SSI Pathogen 2 - not colistin-resistant,Hides the colistin-resistant field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC SSI Pathogen 2 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,cZhr3Wm2fc8,e6MGjZ0eG5u,
Lef1kTBuKIz,,NeoIPC SSI Pathogen 2 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC SSI Pathogen 2 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,h6ooGTPCrLJ,
uYc0C51542w,,NeoIPC SSI Pathogen 2 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC SSI Pathogen 2 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,cZhr3Wm2fc8,YFMUKF7QBcM,
